Branch,Staff,Operating_Cost,Deposits_2016,Deposit_Growth,Avg_Deposits,Latitude,Longitude
Sugar Cove Branch,0.0108116,1081.16,54058,15528250.0,37984.42857142857,41.77509,-88.44241
Lower Buckeye and 99th Ave Branch,0.0042008,420.08,21004,15528626.0,12610.714285714286,33.41684,-112.27296
Bayonne 20th St Branch,0.0203692,2036.92,101846,15525951.0,61465.857142857145,40.66199,-74.11997
Birmingham Branch,0.03933,3933.0,196650,15570935.0,110024.57142857143,42.54561,-83.21323
Channahon Branch,0.0076766,767.66,38383,15529148.0,25005.85714285714,41.41943,-88.19133
Walnut Branch,0.0064474,644.74,32237,15524765.0,24242.428571428572,29.68814,-98.12685
Van Dyke Road Branch,0.009654399999999999,965.44,48272,15529611.0,33996.0,42.77193,-83.01849
Woodlands Parkway Banking Center Branch,0.013207199999999999,1320.72,66036,15529400.0,44552.0,30.19723,-95.56364
Spring Mill and 161st Branch,0.009204799999999999,920.48,46024,15530261.0,31556.714285714286,40.02119,-86.16216
Carpentersville Banking Cntr Branch,0.0119674,1196.74,59837,15530065.0,42116.71428571428,42.1075,-88.29346
Lovers Lane & Devonshire Bnk Cntr Br,0.008648,864.8000000000001,43240,15527898.0,33711.857142857145,32.85117,-96.81586
Bergen Park Banking Center Branch,0.018204599999999998,1820.46,91023,15530151.0,65316.71428571428,39.69206,-105.35838
70th & Broadway Banking Cntr Branch,0.0244382,2443.82,122191,15519754.0,93698.0,40.77669,-73.98192
Williston Park Banking Center Branch,0.0365046,3650.46,182523,15541418.0,136172.7142857143,40.75651,-73.64472
North Park Banking Center Branch,0.0085746,857.46,42873,15528910.0,34628.71428571428,39.88526,-105.02673
South Shore Harbor Bnkg Cntr Branch,0.009948,994.8000000000001,49740,15528799.0,33050.71428571428,29.50544,-95.04148
Country Club Hills Bnkg Cntr Branch,0.0048086,480.86,24043,15525229.0,17959.85714285714,41.58608,-87.71407
Katy Fort Bend Banking Center Branch,0.0135984,1359.84,67992,15534494.0,41048.28571428572,29.77368,-95.79849
Leander Banking Center Branch,0.0056142,561.42,28071,15527833.0,19424.0,30.56237,-97.90389
Signal Butte & Baseline Bkg Ctr Branch,0.0108544,1085.44,54272,15529109.0,39535.0,33.37899,-111.6029
Stroh Ranch Banking Center Branch,0.0123038,1230.38,61519,15525371.0,44099.0,39.48232,-104.7796
Richmond Rosenberg Bnkg Cntr Branch,0.011727399999999999,1172.74,58637,15536408.0,33488.28571428572,29.54373,-95.75489
Austin Highway & Harry Wurzback Banking Center,0.0048595999999999995,485.96000000000004,24298,15524822.0,18068.285714285714,29.49183,-98.43754
78 & Foster Banking Center Branch,0.0029038,290.38,14519,15526216.0,10512.0,29.48127,-98.35896
Amboy Montreal Branch,0.014034,1403.4,70170,15532200.0,47969.28571428572,40.56458,-74.13182
Wylie Banking Center Branch,0.0097044,970.44,48522,15539704.0,25606.428571428572,33.00873,-96.54504
North Brunswick Banking Center Branch,0.0133616,1336.16,66808,15532616.0,46588.28571428572,40.46384,-74.45551
Oakland Township Kroger Branch,0.0047798,477.98,23899,15528614.0,16486.0,42.72588,-83.19647
Jackson and Wells Branch,0.0210178,2101.78,105089,15538026.0,75249.42857142857,41.8781,-87.63446
Cobble Hill Banking Center Branch,0.0203768,2037.68,101884,15547431.0,57078.142857142855,40.69096,-73.99168
Cave Creek & Beardsley Banking Center Branch,0.009530199999999999,953.02,47651,15525298.0,33808.57142857143,33.66992,-112.03073
Longview Banking Center Branch,0.020838799999999998,2083.88,104194,15505938.0,106983.71428571429,32.49259,-94.74022
Glen Ellyn Banking Center Branch,0.056268599999999995,5626.86,281343,15539310.0,209958.14285714287,41.85928,-88.05647
Round Lake Beach Banking Center Branch,0.009873,987.3000000000001,49365,15531267.0,30701.14285714286,42.34769,-88.11374
Howard Beach Banking Center Branch,0.0274336,2743.36,137168,15544480.0,97948.85714285714,40.65813,-73.84499
New Albany Banking Center Branch,0.014699799999999999,1469.98,73499,15529334.0,48640.0,40.09319,-82.82304
Northvale Banking Center Branch,0.024710799999999998,2471.08,123554,15534548.0,100418.85714285714,41.01451,-73.94597
Franklin Park Banking Center Branch,0.019422,1942.2,97110,15541486.0,63020.857142857145,40.42912,-74.55733
Shorewood Route 59 Banking Center Branch,0.0143722,1437.22,71861,15534866.0,42756.142857142855,41.54627,-88.19973
Spring Creek & Coit Banking Center Branch,0.011098199999999999,1109.82,55491,15529349.0,39895.71428571428,33.05581,-96.77031
Risinger & Hulen Banking Center Branch,0.0055033999999999994,550.34,27517,15527290.0,21103.85714285714,32.61693,-97.38828
Schertz Banking Center Branch,0.0086538,865.38,43269,15529828.0,29581.85714285714,29.60226,-98.27838
Fishkill and Merritt Blvd Branch,0.0111526,1115.26,55763,15535071.0,39091.28571428572,41.53032,-73.89239
Gm Building Banking Center Branch,0.17966659999999998,17966.66,898333,15577037.0,731973.8571428572,40.76306,-73.97188
Greenwich Deerfield Branch,0.0667852,6678.52,333926,15544091.0,220766.14285714287,41.02782,-73.62979
Oaklawn & Wycliff Banking Center Branch,0.0954862,9548.62,477431,15588302.0,389079.71428571426,32.81966,-96.80275
Gold Canyon Banking Center Branch,0.0127172,1271.72,63586,15526368.0,49693.857142857145,33.36726,-111.47679
Camelback & Dysart Banking Center Branch,0.014185999999999999,1418.6000000000001,70930,15542240.0,37898.142857142855,33.51148,-112.34101
Bell Road & Cotton Lane Banking Center Branch,0.015814599999999998,1581.46,79073,15539519.0,57218.71428571428,33.63874,-112.42612
Industriplex Banking Center Branch,0.0227494,2274.94,113747,15535470.0,87987.42857142857,30.38991,-91.06145
Olio & 116th Banking Center Branch,0.014606399999999999,1460.64,73032,15539667.0,42575.142857142855,39.95814,-85.91869
Pfennig & 685 Banking Center Branch,0.0116438,1164.38,58219,15546386.0,28024.85714285714,30.45103,-97.60542
I 35 & University Banking Center Branch,0.008182199999999999,818.22,40911,15531638.0,23915.714285714286,30.55906,-97.68912
Grayslake Banking Center Branch,0.0152182,1521.82,76091,15533479.0,51520.71428571428,42.33657,-88.03195
Firestone Banking Center,0.0072948,729.48,36474,15526133.0,24098.85714285714,40.16082,-104.94177
Granbury Branch,0.0174412,1744.1200000000001,87206,15536792.0,54880.57142857143,32.43552,-97.77152
Columbus Circle Banking Center Branch,0.1652216,16522.16,826108,15585843.0,681471.0,40.76632,-73.98192
City Hall Banking Center Branch,0.11629239999999999,11629.24,581462,15569855.0,473668.5714285714,40.71325,-74.00707
Powell North Branch,0.007761799999999999,776.1800000000001,38809,15531020.0,24136.428571428572,40.19508,-83.09629
Wynkoop and 16th Branch,0.014622999999999999,1462.3,73115,15533741.0,46988.142857142855,39.75218,-105.0014
Dequindre 18 Mile Rd Branch,0.0161602,1616.02,80801,15596251.0,17132.428571428572,42.59194,-83.08986
Stony Creek and Whittaker Branch,0.006411,641.1,32055,15528453.0,22107.571428571428,42.20933,-83.61833
Beltline and Montfort Branch,0.037915199999999996,3791.52,189576,15552644.0,134292.0,32.95557,-96.81835
Westpark Tollway Branch,0.0073034,730.34,36517,15530148.0,22112.714285714286,29.70946,-95.68772
Camp Wisdom and 360 Branch,0.0184718,1847.18,92359,15537238.0,51316.28571428572,32.6483,-97.06024
Beltline and Westmoreland Branch,0.006866,686.6,34330,15529457.0,21454.85714285714,32.58989,-96.87051
Southlake Blvd and Randol Mill Branch,0.022301599999999998,2230.16,111508,15540201.0,76577.42857142857,32.93747,-97.18611
Forney Branch,0.011623399999999999,1162.34,58117,15537466.0,31547.428571428572,32.74095,-96.45317
Exchange Pkwy and Angel Pkwy Branch,0.0122454,1224.54,61227,15530369.0,38669.857142857145,33.11528,-96.62852
Sr 66 and Dalrock Branch,0.010972599999999999,1097.26,54863,15539745.0,31256.714285714286,32.91968,-96.51768
Power and Ray Branch,0.0072654,726.54,36327,15535452.0,15939.42857142857,33.32114,-111.68695
Linden Plaza Branch,0.0071388,713.88,35694,15526987.0,23505.428571428572,42.41011,-88.03323
Orland Park Southmoor Branch,0.0272424,2724.2400000000002,136212,15552295.0,79087.57142857143,41.65027,-87.85384
Dearborn and Ohio Branch,0.0167062,1670.6200000000001,83531,15536045.0,53668.142857142855,41.89246,-87.62974
Second Ave and 10th St Branch,0.0413904,4139.04,206952,15628348.0,88090.85714285714,40.72961,-73.98691
Francis Lewis Blvd Branch,0.0206642,2066.42,103321,15537624.0,67911.71428571429,40.76041,-73.79635
Madison and 64th St Branch,0.0071798,717.98,35899,15521087.0,35272.42857142857,40.76658,-73.96922
Southlake Branch,0.0589554,5895.54,294777,15533083.0,207793.85714285713,32.94095,-97.12369
Kyle Banking Center Branch,0.007516999999999999,751.7,37585,15528921.0,23191.14285714286,30.01469,-97.86388
Naper & Ogden Banking Center Branch,0.030087199999999998,3008.7200000000003,150436,15551889.0,96438.42857142857,41.74625,-88.11743
York Avenue Hospital Bkg Cntr Branch,0.0189632,1896.32,94816,15534856.0,63088.0,40.76596,-73.95432
Riverton Banking Center Branch,0.0059884,598.84,29942,15528989.0,16860.85714285714,40.50776,-111.98069
Bell & Thompson Peak Bkg Cntr Branch,0.027864399999999998,2786.44,139322,15560855.0,79114.0,33.63927,-111.86126
South Brunswick Banking Cntr Branch,0.026639,2663.9,133195,15478510.0,85388.71428571429,40.3832,-74.57499
Cherry Creek Banking Center Branch,0.0311298,3112.98,155649,15552091.0,97108.28571428571,39.71824,-104.95457
Rye Ridge Branch,0.0493882,4938.82,246941,15528704.0,185279.2857142857,41.00195,-73.68102
Somerstown Center Branch,0.0232354,2323.54,116177,15529494.0,90070.57142857143,41.328,-73.68663
Hillcrest North Main Branch,0.0192896,1928.96,96448,15537760.0,62683.42857142857,41.12934,-74.04076
South Flushing Branch,0.014765599999999999,1476.56,73828,15535949.0,47127.857142857145,40.74579,-73.82605
Garfield Branch,0.021057799999999998,2105.78,105289,15519083.0,59658.0,40.86695,-74.10341
Lake Hopatcong Branch,0.0074329999999999995,743.3000000000001,37165,15527782.0,28475.0,40.96226,-74.59659
Towne Center Branch,0.037472399999999996,3747.2400000000002,187362,15538832.0,151148.85714285713,30.43033,-91.11516
Germann & Power Banking Ctr Branch,0.0058768,587.6800000000001,29384,15524441.0,23454.571428571428,33.26621,-111.68617
Streeterville Banking Center Branch,0.0293526,2935.26,146763,15551515.0,76912.71428571429,41.89098,-87.61881
Main & Taylor Banking Center Branch,0.0031182,311.82,15591,15525561.0,11416.0,39.95579,-82.77349
Potranco & Rousseau Bnkg Ctr Branch,0.0047278,472.78000000000003,23639,15524882.0,14797.0,29.43562,-98.70326
Lockport Farrell Rd Branch,0.0130902,1309.02,65451,15535991.0,37652.0,41.59763,-88.05946
Fox River Grove Branch,0.009881,988.1,49405,15529741.0,29577.14285714286,42.19495,-88.21302
Jay Street & Front St Bnkg Ctr Branc,0.0256546,2565.46,128273,15543031.0,78477.57142857143,40.70238,-73.98711
Second Avenue & 93rd St Bnkg Branch,0.017381,1738.1000000000001,86905,15533862.0,61145.42857142857,40.78265,-73.94828
Oak Forest Illinois Banking Center Branch,0.0124844,1248.44,62422,15529107.0,46635.42857142857,41.60305,-87.75449
Taylor Branch,0.0040354,403.54,20177,15522648.0,15017.285714285714,30.60015,-97.41633
Avery Ranch & Parmer Ln Bnkg Ctr Brh,0.0118262,1182.6200000000001,59131,15534254.0,34485.857142857145,30.49828,-97.77537
Midtown Banking Center Branch,0.0159558,1595.58,79779,15528067.0,54113.142857142855,29.74733,-95.37728
Bay Parkway & 67th Street Banking Center Branch,0.0239944,2399.44,119972,15543400.0,82792.57142857143,40.61248,-73.98282
Union Square Branch,0.17351919999999998,17351.920000000002,867596,15607120.0,664642.0,40.73778,-73.9883
Hamilton Square Banking Ctr Branch,0.0147716,1477.16,73858,15528647.0,40570.142857142855,40.22891,-74.66855
Northlake Banking Center Branch,0.0091926,919.26,45963,15528651.0,31774.285714285714,41.90722,-87.90834
Jones and Cypress N Houston Branch,0.0109894,1098.94,54947,15523748.0,46351.0,29.9511,-95.58488
North Howell Banking Center Branch,0.0075296,752.96,37648,15532113.0,23402.285714285714,40.18264,-74.24717
Anthem Banking Center Branch,0.0101386,1013.86,50693,15522294.0,41300.0,33.83924,-112.10758
Northpoint & Route 120 Bkg Ctr Branc,0.013333,1333.3,66665,15535460.0,39445.857142857145,42.34445,-87.90086
Colorado & 104th Banking Ctr Branch,0.01119,1119.0,55950,15528387.0,41269.57142857143,39.88516,-104.94011
Centennial Banking Center Branch,0.0139102,1391.02,69551,15534138.0,40967.0,39.59518,-104.85813
Locust Valley Banking Center Branch,0.015161399999999998,1516.14,75807,15532938.0,59603.28571428572,40.87564,-73.59896
Michigan & Canton Center Banking Center Branch,0.011383599999999999,1138.3600000000001,56918,15541289.0,29903.85714285714,42.27313,-83.4834
Mesa Ridge & Fountain Mesa Banking Center Branch,0.0043762,437.62,21881,15526928.0,15436.0,38.72017,-104.70076
Arapahoe & 95th Banking Center Branch,0.009262,926.2,46310,15529053.0,33505.28571428572,40.01544,-105.13098
Michigan & Randolph Baning Center Branch,0.039482199999999995,3948.2200000000003,197411,15594656.0,89332.28571428571,41.88431,-87.6246
Hilliard Rome & Trabue Banking Center Branch,0.0116706,1167.06,58353,15529554.0,35912.0,39.98561,-83.15087
St Albans & Linden Blvd Bnkg Branch,0.0076028,760.28,38014,15529669.0,22468.571428571428,40.69583,-73.74703
Rayford Road & Imperial Oaks Banking Center Branch,0.0159664,1596.64,79832,15534659.0,45556.28571428572,30.12341,-95.41001
Highland & Roosevelt Bnkg Ctr Branch,0.022611,2261.1,113055,15540908.0,72830.42857142857,41.8601,-88.01249
Rancho Sahuarita Banking Ctr Branch,0.007168,716.8000000000001,35840,15528238.0,25671.714285714286,31.96073,-110.98342
Walzem & Eaglecrest Bnkg Ctr Branch,0.003854,385.40000000000003,19270,15527790.0,12157.714285714286,29.51068,-98.37084
Levittown Banking Center Branch,0.0143278,1432.78,71639,15533740.0,51283.142857142855,40.72566,-73.49719
Card & 21 Mile Banking Center Branch,0.0098914,989.14,49457,15530632.0,30867.14285714286,42.64359,-82.89947
Lake Conroe Banking Center Branch,0.021041,2104.1,105205,15532416.0,64442.42857142857,30.38242,-95.65199
Sixth Ave & West 28th St Bnkg Branch,0.030864,3086.4,154320,15543588.0,106182.57142857143,40.7398,-73.99514
Bowery & First Banking Center Branch,0.026525999999999997,2652.6,132630,15503126.0,77014.85714285714,40.72498,-73.99219
Weber & Airport Banking Ctr Branch,0.0164546,1645.46,82273,15533473.0,47185.857142857145,41.60982,-88.12307
Lakeshore East Banking Center Branch,0.0193846,1938.46,96923,15549379.0,49217.142857142855,41.8846,-87.61889
Easton Town Center Bnkg Ctr Branch,0.0115038,1150.38,57519,15532759.0,37691.857142857145,40.05203,-82.91978
Frankford & Midway Banking Center Branch,0.0098294,982.94,49147,15533634.0,30901.285714285714,32.99808,-96.84375
Dallas Main Banking Center Branch,5.0829584,508295.84,25414792,13994496.0,22216098.85714286,32.78278,-96.79669
Fm 29 & Barker Cypress Branch,0.012887599999999999,1288.76,64438,15533652.0,43351.42857142857,29.87999,-95.68388
Jamesburg Banking Center Branch,0.0116072,1160.72,58036,15521060.0,39631.42857142857,40.34778,-74.43496
Route 34 & 5th St Bnkg Center Branch,0.022038,2203.8,110190,15541169.0,65640.71428571429,41.6642,-88.32404
Morris Route 6 Branch,0.007782,778.2,38910,15532511.0,23912.714285714286,41.37046,-88.43588
Independence & Hedgcoxe Bnkg Ctr Brh,0.022615,2261.5,113075,15537947.0,75397.0,33.08622,-96.74978
South Holland Branch,0.0065956,659.5600000000001,32978,15529140.0,17683.285714285714,41.60088,-87.60816
New Territory Banking Center Branch,0.0437824,4378.24,218912,15683067.0,68075.85714285714,29.59048,-95.67694
Main & Akard Banking Center Branch,0.007688599999999999,768.86,38443,15534980.0,19691.14285714286,32.78053,-96.79971
Beck & Grand River Bnkg Ctr Branch,0.025671199999999998,2567.12,128356,15534901.0,73592.71428571429,42.48993,-83.51624
Broadway & Elmhurst Bnkg Ctr Branch,0.025462,2546.2000000000003,127310,15545125.0,73911.0,40.74426,-73.88586
Hanover Park Banking Center Branch,0.008551,855.1,42755,15528369.0,29651.285714285714,42.00598,-88.14606
Park Slope West Bnkg Center Branch,0.0158408,1584.08,79204,15537121.0,46953.0,40.67778,-73.97946
Yorkville Banking Center Branch,0.0114186,1141.8600000000001,57093,15534362.0,37265.0,41.65727,-88.43991
Mahwah Banking Center Branch,0.0279326,2793.26,139663,15541289.0,106361.0,41.07697,-74.13888
Colts Neck Banking Center Branch,0.015828,1582.8,79140,15527111.0,61165.28571428572,40.27891,-74.17108
Cranford Banking Center Branch,0.0136308,1363.08,68154,15534609.0,45781.42857142857,40.65397,-74.30908
Beardsley & 99th Ave Bnkg Ctr Branch,0.005812599999999999,581.26,29063,15527479.0,23631.428571428572,33.66889,-112.28009
Boughton & James Bnkg Ctr Branch,0.0095894,958.94,47947,15527892.0,33943.142857142855,41.70158,-88.03869
Towne & 131st Banking Center Branch,0.019462999999999998,1946.3,97315,15554372.0,50557.71428571428,39.97694,-86.205
American Fork Banking Center Branch,0.034810799999999996,3481.08,174054,15589311.0,90493.71428571429,40.38837,-111.82775
Second Ave and 28th St,0.0138046,1380.46,69023,15532521.0,44958.57142857143,40.74128,-73.97842
Third Ave & 19th St Bnkg Ctr Branch,0.025500199999999997,2550.02,127501,15531191.0,89419.42857142857,40.73669,-73.98462
Evans & Stone Oak Banking Ctr Branch,0.012792999999999999,1279.3,63965,15531885.0,40591.57142857143,29.63302,-98.4961
Teaneck Banking Center Branch,0.010306599999999999,1030.66,51533,15532159.0,31086.85714285714,40.89104,-74.02759
Colorado & 136th Banking Ctr Branch,0.0085492,854.9200000000001,42746,15531586.0,23909.285714285714,39.94577,-104.94039
Greenlawn & Pulaski Bnkg Ctr Branch,0.01103,1103.0,55150,15526753.0,48222.57142857143,40.86885,-73.34782
Vista Ridge Branch,0.01724,1724.0,86200,15543302.0,60935.71428571428,30.53185,-97.79178
Carefree & 1-17 Banking Ctr Branch,0.0120106,1201.06,60053,15530579.0,38177.28571428572,33.79971,-112.12945
Lamar & 46th Banking Center Branch,0.018768999999999997,1876.9,93845,15556423.0,42527.0,30.31703,-97.73181
Bee Cave & 360 Banking Center Branch,0.011021399999999999,1102.14,55107,15515572.0,36491.71428571428,30.29725,-97.81293
Woodbridge Shopping Center Branch,0.014605,1460.5,73025,15567786.0,29500.85714285714,40.56963,-74.29123
Johns & 10 Mile Banking Ctr Branch,0.0069736,697.36,34868,15528182.0,21136.85714285714,42.4419,-83.66321
Lincoln Mall Banking Center Branch,0.0118614,1186.14,59307,15529520.0,33833.28571428572,41.50614,-87.72357
Culebra & Tezel Banking Ctr Branch,0.0036842,368.42,18421,15526889.0,13510.42857142857,29.48367,-98.66464
Frederick Douglass Boulevard Branch,0.009338599999999999,933.86,46693,15527635.0,30189.14285714286,40.80599,-73.95431
Gattis School Banking Center Branch,0.0027466,274.66,13733,15526948.0,8737.857142857143,30.49674,-97.62168
Loop 1604 & Bulverde Bnkg Ctr Branch,0.0035445999999999997,354.46,17723,15527814.0,12160.42857142857,29.60159,-98.41834
Lincoln & 32nd St Bnkg Center Branch,0.0059384,593.84,29692,15527595.0,19899.571428571428,33.531,-112.01486
Bulverde & Evans Banking Ctr Branch,0.005408,540.8,27040,15525863.0,16934.571428571428,29.64753,-98.42664
Coal Mine & Kipling Banking Center Branch,0.0092698,926.98,46349,15529182.0,27967.0,39.59771,-105.10912
Shea & Monterey Banking Ctr Branch,0.0083438,834.38,41719,15522897.0,32018.714285714286,33.57041,-111.7111
Fm 2222 & Jester Banking Ctr Branch,0.0143334,1433.34,71667,15533453.0,39220.57142857143,30.37166,-97.80338
Westlake Heb Banking Center Branch,0.009136,913.6,45680,15534912.0,26038.14285714286,30.29266,-97.82818
Mccartney & Pinal Banking Ctr Branch,0.0050288,502.88,25144,15527217.0,15891.0,32.93903,-111.75657
South Plainfield Banking Ctr Branch,0.014365399999999999,1436.54,71827,15536124.0,39401.57142857143,40.54737,-74.42827
Mckinney Redbud Banking Ctr Branch,0.0269024,2690.2400000000002,134512,15532874.0,107482.0,33.21669,-96.63108
Troon Banking Center Branch,0.0094748,947.48,47374,15536610.0,30705.571428571428,33.74456,-111.85896
Yonkers Northeast Banking Ctr Branch,0.0097992,979.9200000000001,48996,15527605.0,39119.857142857145,40.97527,-73.83288
Bethel Library Place Bnkg Ctr Branch,0.007370799999999999,737.08,36854,15528269.0,23745.571428571428,41.37748,-73.41736
Cedar Park Banking Center Branch,0.018631599999999998,1863.16,93158,15534234.0,68286.57142857143,30.52329,-97.83108
Pleasant Run & Bluegrove Banking Center Branch,0.0049924,499.24,24962,15527946.0,17495.285714285714,32.60412,-96.78901
Trenton & Mccoll Banking Ctr Branch,0.0094778,947.78,47389,15531573.0,27646.85714285714,26.26589,-98.20191
Quincy & Buckley Banking Ctr Branch,0.0050358,503.58,25179,15527768.0,16047.57142857143,39.63836,-104.79398
Monroe Applegarth Banking Ctr Branch,0.0126432,1264.32,63216,15533024.0,44685.857142857145,40.31784,-74.47172
Renner and North Star Branch,0.0159054,1590.54,79527,15543689.0,41952.142857142855,33.00072,-96.64518
NW Military and 1604 Branch,0.0045778,457.78000000000003,22889,15528089.0,14627.285714285714,29.6003,-98.56359
Main and Mchard Branch,0.003932,393.2,19660,15525071.0,12984.42857142857,29.57278,-95.28607
Combs and Gantzel Branch,0.0072238,722.38,36119,15530051.0,19816.85714285714,33.21989,-111.56418
Maple Coolidge Kroger Branch,0.0046,460.0,23000,15528472.0,13731.714285714286,42.5424,-83.18616
Port Jefferson Village Branch,0.0073098,730.98,36549,15528569.0,37800.28571428572,40.94581,-73.06857
Bandera and Mainland Branch,0.005843,584.3000000000001,29215,15527742.0,20649.14285714286,29.51621,-98.63503
Beltway and Wallisville Branch,0.014350799999999999,1435.08,71754,15531437.0,48888.71428571428,29.8071,-95.16965
Spring Grove Branch,0.0071914,719.14,35957,15531306.0,22882.428571428572,42.43707,-88.24131
Southport and Bluff Branch,0.0069266,692.66,34633,15529303.0,22365.571428571428,39.66389,-86.18445
Barker Cypress and 290 Branch,0.013827599999999999,1382.76,69138,15527847.0,55485.142857142855,29.95782,-95.67963
College Point Branch,0.0279732,2797.32,139866,15543541.0,93045.71428571429,40.78495,-73.8418
Madison Ave and 38th St Branch,0.0667546,6675.46,333773,15593780.0,214884.0,40.75057,-73.98091
Osage Branch,0.0359718,3597.1800000000003,179859,15541423.0,159351.14285714287,41.16487,-73.84746
Centennial Fillmore Bnkg Ctr Branch,0.0084764,847.64,42382,15532236.0,27509.285714285714,38.8788,-104.82427
Skyline & US Highway 89 Banking Center Branch,0.0107158,1071.58,53579,15550459.0,27479.285714285714,41.15191,-111.9362
East Avon Banking Center Branch,0.0062033999999999995,620.34,31017,15528912.0,19594.85714285714,39.76355,-86.40195
Watchung Branch,0.0099214,992.14,49607,15532655.0,36875.0,40.64346,-74.41269
Uptown Whittier Branch,0.0198792,1987.92,99396,15535035.0,86587.28571428571,33.9791,-118.03593
Temple City Camellia Branch,0.045397599999999996,4539.76,226988,15563413.0,164134.14285714287,34.10693,-118.05921
LA Puente Branch,0.028950399999999998,2895.04,144752,15549714.0,107025.85714285714,34.0364,-117.9501
Riviera Branch,0.0474298,4742.9800000000005,237149,15558268.0,175927.0,33.81972,-118.38504
Montrose Branch,0.0392012,3920.12,196006,15553729.0,138265.42857142858,34.20565,-118.22861
Manhattan Beach Blvd Branch,0.0345434,3454.34,172717,15546390.0,138595.42857142858,33.88478,-118.4106
Azusa Branch,0.0378716,3787.16,189358,15545834.0,131724.85714285713,34.12867,-117.88178
Norwalk Branch,0.0271876,2718.76,135938,15525659.0,118488.14285714286,33.90212,-118.08565
North Torrance Branch,0.0387318,3873.1800000000003,193659,15542920.0,165560.7142857143,33.87427,-118.35236
Hawthorne Main Branch,0.0369482,3694.82,184741,15604488.0,107450.85714285714,33.9174,-118.35269
Wilshire Branch,0.0895956,8959.56,447978,15556252.0,347976.85714285716,34.03684,-118.47654
Montclair Plaza Branch,0.0217254,2172.54,108627,15537804.0,88244.14285714286,34.08836,-117.6895
Lancaster Blvd Branch,0.0182092,1820.92,91046,15526506.0,87041.0,34.69752,-118.14475
Edinger Branch,0.0446236,4462.36,223118,15545159.0,182385.14285714287,33.73012,-117.99203
2209 Via Anacapa Branch,0.018391599999999998,1839.16,91958,15536489.0,71387.42857142857,33.77584,-118.41779
Rancho Park Branch,0.054501799999999996,5450.18,272509,15511325.0,200846.0,34.04172,-118.42515
Lakeshore Branch,0.0244202,2442.02,122101,15538758.0,96705.85714285714,37.81035,-122.24522
Vallejo Branch,0.0194562,1945.6200000000001,97281,15525811.0,96396.57142857143,38.1099,-122.24835
Solano Branch,0.043459,4345.9,217295,15541714.0,185317.0,37.8914,-122.27799
San Pablo Ave Branch,0.0214748,2147.48,107374,15536079.0,90624.0,37.93307,-122.32401
El Cerrito Branch,0.0348374,3483.7400000000002,174187,15543649.0,136961.2857142857,37.89998,-122.30222
San Jose Downtown Branch,0.025572599999999997,2557.26,127863,15534599.0,102030.57142857143,37.3358,-121.89134
Mathilda Branch,0.1145452,11454.52,572726,15591847.0,414181.28571428574,37.37313,-122.0355
North Santa Cruz Branch,0.0439202,4392.02,219601,15548363.0,170261.7142857143,37.22933,-121.98063
Santa Clara Valley Fair Branch,0.055458799999999996,5545.88,277294,15564101.0,209617.14285714287,37.32351,-121.94631
Noriega and 19th Branch,0.6815928,68159.28,3407964,15870944.0,1807007.857142857,37.75393,-122.47646
E 14th Street San Leandro Branch,0.0594144,5941.4400000000005,297072,15576519.0,221450.85714285713,37.72269,-122.1528
E 14th Oakland Branch,0.0160426,1604.26,80213,15534349.0,60363.71428571428,37.77706,-122.22445
Market and Kearny Branch,0.059316799999999996,5931.68,296584,15589823.0,214288.2857142857,37.78755,-122.4036
Polk Branch,0.0363254,3632.54,181627,15536583.0,149592.7142857143,37.79076,-122.42073
Irving and 24th Branch,0.0651766,6517.66,325883,15566589.0,230473.85714285713,37.76332,-122.48298
Geary and 21st Ave Branch,0.0521936,5219.36,260968,15542959.0,217843.85714285713,37.78024,-122.48021
Southgate Branch,0.0344666,3446.66,172333,15541326.0,142346.57142857142,37.69833,-122.48088
Woodside Rd Branch,0.0369006,3690.06,184503,15541989.0,155487.42857142858,37.45556,-122.22825
Southland Branch,0.030638799999999997,3063.88,153194,15538219.0,131187.2857142857,37.65309,-122.10436
East Foothills Branch,0.025424,2542.4,127120,15535528.0,98965.0,37.35253,-121.82471
San Bruno Branch,0.0575858,5758.58,287929,15571215.0,216310.57142857142,37.63737,-122.42153
Mendocino Avenue Branch,0.0153198,1531.98,76599,15529423.0,67067.14285714286,38.46253,-122.71795
Sunrise Branch,0.023406399999999997,2340.64,117032,15532569.0,105388.42857142857,38.67136,-121.27162
Stoneridge Mall Rd Branch,0.027038,2703.8,135190,15543936.0,101899.57142857143,37.69394,-121.93144
Cloverdale Branch,0.0086362,863.62,43181,15527954.0,34129.0,38.80511,-123.01716
Arcata Branch,0.013323399999999999,1332.34,66617,15530640.0,58216.57142857143,40.86749,-124.0872
Crescent City Branch,0.0120688,1206.88,60344,15531730.0,51719.42857142857,41.75217,-124.19779
Eureka Branch,0.011679,1167.9,58395,15527542.0,55095.857142857145,40.8033,-124.16627
Fort Bragg Branch,0.0176856,1768.56,88428,15537260.0,69618.57142857143,39.44299,-123.80555
Grass Valley Church Branch,0.016361,1636.1000000000001,81805,15537072.0,62315.857142857145,39.21758,-121.06398
Lakeport Branch,0.0135788,1357.88,67894,15534713.0,60850.71428571428,39.03512,-122.91568
Mount Shasta Branch,0.0085708,857.08,42854,15528718.0,34154.71428571428,41.31042,-122.3172
Redding Main Branch,0.0298616,2986.16,149308,15541965.0,129663.28571428571,40.58581,-122.35436
